epoch,lr-Adam,step,test0_epoch/per_atom_energy_mae,test0_epoch/per_atom_energy_maxabserr,test0_epoch/per_atom_energy_rmse,test0_epoch/total_energy_mae,test0_epoch/total_energy_maxabserr,test0_epoch/total_energy_rmse,test0_epoch/weighted_sum,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,train_metric_epoch/per_atom_energy_mae,train_metric_epoch/per_atom_energy_maxabserr,train_metric_epoch/per_atom_energy_rmse,train_metric_epoch/total_energy_mae,train_metric_epoch/total_energy_maxabserr,train_metric_epoch/total_energy_rmse,train_metric_epoch/weighted_sum,train_metric_step/per_atom_energy_mae,train_metric_step/per_atom_energy_maxabserr,train_metric_step/per_atom_energy_rmse,train_metric_step/total_energy_mae,train_metric_step/total_energy_maxabserr,train_metric_step/total_energy_rmse,train_metric_step/weighted_sum,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
,0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,8595.359824300805,8595.359824300805,,,,,,,,77.41651427821552,136.41317061657253,92.71116342868751,1668.8816839817039,3137.502924181168,2067.290711324075,1668.8816839817039,,,,,,,
0,,19,,,,,,,,,,10663.30527685985,10663.30527685985,,,,,,,,84.3329160748873,186.05542467247574,103.26328135818584,1326.0274697810905,2790.831370087135,1598.2893202216135,1326.0274697810905,,,,,,,
0,,29,,,,,,,,,,4987.807251069881,4987.807251069881,,,,,,,,65.08534759342301,102.44737005100092,70.62440973962106,1132.5238312358997,1639.1579208160147,1208.9292376735818,1132.5238312358997,,,,,,,
0,,39,,,,,,,,,,7139.813363629934,7139.813363629934,,,,,,,,80.04500070759393,109.0091880808597,84.49741631334022,1746.1673073493323,2943.248078183212,1904.8269018152948,1746.1673073493323,,,,,,,
0,,49,,,,,,,,,,12503.646774362795,12503.646774362795,,,,,,,,99.23983912548019,166.87915998095548,111.81970655641516,1731.0629538598355,3003.824879657199,1975.203794068226,1731.0629538598355,,,,,,,
0,,59,,,,,,,,,,21618.30208883067,21618.30208883067,,,,,,,,107.41852812708002,294.3086342446743,147.03163635364558,1602.6244248942676,3237.3949766914156,1933.473473006809,1602.6244248942676,,,,,,,
0,,69,,,,,,,,,,4942.5548164069905,4942.5548164069905,,,,,,,,54.655807544307024,139.53880994319627,70.30330587111101,974.0078208033872,2511.6985789775335,1249.8903305188858,974.0078208033872,,,,,,,
0,,79,,,,,,,,,,11579.280599540889,11579.280599540889,,,,,,,,65.62243577192014,227.20576314239656,107.60706575100396,931.5825141387071,2953.6749208511555,1439.883997614493,931.5825141387071,,,,,,,
0,,89,,,,,,,,,,2380.52536708555,2380.52536708555,,,,,,,,40.439528739004835,80.82025030197173,48.79062786115331,827.5194483206694,1858.8657569453499,1051.9094942560812,827.5194483206694,,,,,,,
