epoch,lr-Adam,step,test0_epoch/per_atom_energy_mae,test0_epoch/per_atom_energy_maxabserr,test0_epoch/per_atom_energy_rmse,test0_epoch/total_energy_mae,test0_epoch/total_energy_maxabserr,test0_epoch/total_energy_rmse,test0_epoch/weighted_sum,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,train_metric_epoch/per_atom_energy_mae,train_metric_epoch/per_atom_energy_maxabserr,train_metric_epoch/per_atom_energy_rmse,train_metric_epoch/total_energy_mae,train_metric_epoch/total_energy_maxabserr,train_metric_epoch/total_energy_rmse,train_metric_epoch/weighted_sum,train_metric_step/per_atom_energy_mae,train_metric_step/per_atom_energy_maxabserr,train_metric_step/per_atom_energy_rmse,train_metric_step/total_energy_mae,train_metric_step/total_energy_maxabserr,train_metric_step/total_energy_rmse,train_metric_step/weighted_sum,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
,0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,9041.593463226576,9041.593463226576,,,,,,,,80.5723191754054,138.0573451377167,95.08729391052506,1729.4881834830019,3175.318938167484,2110.721015021096,1729.4881834830019,,,,,,,
0,,19,,,,,,,,,,11096.04351038543,11096.04351038543,,,,,,,,85.95605969050011,186.28875109988041,105.3377591862739,1356.753059616228,2794.331266498206,1634.4383178025278,1356.753059616228,,,,,,,
0,,29,,,,,,,,,,4824.701738334968,4824.701738334968,,,,,,,,64.95232392309474,99.63639333387084,69.46007297962598,1136.1145233006748,1594.1822933419335,1200.401793146933,1136.1145233006748,,,,,,,
0,,39,,,,,,,,,,3636.0484835347706,3636.0484835347706,,,,,,,,53.62526026397421,93.27680153429367,60.29965574972025,1048.3527517760235,1772.2592291515793,1140.4773812375788,1048.3527517760235,,,,,,,
0,,49,,,,,,,,,,13692.812737278171,13692.812737278171,,,,,,,,99.96249142565925,185.6878840820425,117.01629261465332,1793.7970262020524,3342.3819134767655,2147.640532936534,1793.7970262020524,,,,,,,
0,,59,,,,,,,,,,5370.214806870119,5370.214806870119,,,,,,,,62.5218600422218,110.97248178334758,73.28174948014082,1052.3308677337816,2045.0227573543125,1212.0841445654967,1052.3308677337816,,,,,,,
0,,69,,,,,,,,,,3413.6316082062854,3413.6316082062854,,,,,,,,46.68869004825768,103.43289530731272,58.42629209701986,800.5374607559158,1861.7921155316308,1012.0518807127364,800.5374607559158,,,,,,,
0,,79,,,,,,,,,,3115.1549185477807,3115.1549185477807,,,,,,,,38.25694691509987,115.35456261191757,55.81357288821224,558.1833230267559,1499.6093139549284,756.4894348584909,558.1833230267559,,,,,,,
0,,89,,,,,,,,,,1278.3349573105122,1278.3349573105122,,,,,,,,33.05756755568093,48.91870843829315,35.75381038869161,640.6791795760931,1125.1302940807436,719.3924917248613,640.6791795760931,,,,,,,
0,,99,,,,,,,,,,1273.5794814605179,1273.5794814605179,,,,,,,,31.860933863393416,61.39644545087435,35.68724536106027,498.6198639509279,736.7573454104931,520.6756198712183,498.6198639509279,,,,,,,
0,,109,,,,,,,,,,1215.7121595507351,1215.7121595507351,,,,,,,,32.55071744248644,47.52492348973993,34.867064108564335,696.9777476048679,1188.123087243499,759.9159469337509,696.9777476048679,,,,,,,
0,,119,,,,,,,,,,364.52669440750634,364.52669440750634,,,,,,,,15.300289238636925,29.312677047947773,19.09258218281399,239.70684486758182,498.3155098151128,298.86043701716784,239.70684486758182,,,,,,,
0,,129,,,,,,,,,,1509.8321361120475,1509.8321361120475,,,,,,,,30.269610744048396,65.87780559128896,38.85655846973645,604.5057017575364,1646.9451397822231,843.5191938416392,604.5057017575364,,,,,,,
0,,139,,,,,,,,,,1431.1107912996545,1431.1107912996545,,,,,,,,25.973970483721054,78.57981970118067,37.83002499734377,393.7526388102648,942.9578364141689,507.4435603173056,393.7526388102648,,,,,,,
0,,149,,,,,,,,,,271.99239851102027,271.99239851102027,,,,,,,,14.732937951478835,26.088649271966688,16.492192046875402,270.0986326653689,495.6843361673673,306.4537914042236,270.0986326653689,,,,,,,
0,,159,,,,,,,,,,309.88932946121577,309.88932946121577,,,,,,,,13.511730605482967,32.656724261476825,17.603673748999547,211.07167522548698,489.8508639221527,264.42597161988607,211.07167522548698,,,,,,,
0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,20.95397266966528,141.1206327318249,29.594890875564502,355.9463397128423,1834.5682255137235,465.317836494436,355.9463397128423
0,,159,,,,,,,,6698.424001111966,6698.424001111966,,,54.46633879339267,480.96657220524673,81.84390020711358,928.2667739952138,6252.565438668207,1324.0078246131452,928.2667739952138,,,,,,,,,,,,,,
,0.005,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,169,,,,,,,,,,846.8415039481149,846.8415039481149,,,,,,,,24.27894375832384,43.05756363201715,29.100541299915967,447.83282180037787,850.6049329173511,528.0875405436403,447.83282180037787,,,,,,,
1,,179,,,,,,,,,,32324.377576942847,32324.377576942847,,,,,,,,98.7110068499783,398.6237019659725,179.78981499779917,1427.6105150636802,5580.731827523616,2525.315806325424,1427.6105150636802,,,,,,,
1,,189,,,,,,,,,,409.9337689003336,409.9337689003336,,,,,,,,16.614779894367622,35.80402102734729,20.2468212048295,309.6185102840671,608.6683574649032,357.2938911241624,309.6185102840671,,,,,,,
1,,199,,,,,,,,,,900.0774206009106,900.0774206009106,,,,,,,,28.72930655768787,37.06245464425035,30.001290315599938,595.8942474985706,744.5456048720425,626.685482116899,595.8942474985706,,,,,,,
1,,209,,,,,,,,,,2563.11675220158,2563.11675220158,,,,,,,,34.956609143163476,107.01306407749144,50.627233305816546,466.93245468187524,1177.1437048524076,599.7922818282259,466.93245468187524,,,,,,,
1,,219,,,,,,,,,,13213.145705045532,13213.145705045532,,,,,,,,69.93854601550325,251.27333727141797,114.94844803234854,1367.3558454852296,5025.466745428359,2291.1815596435517,1367.3558454852296,,,,,,,
1,,229,,,,,,,,,,1157.514346340112,1157.514346340112,,,,,,,,29.06359949693699,63.63886938934115,34.02226251059903,516.4812136798231,890.9441714507757,567.8732887531894,516.4812136798231,,,,,,,
1,,239,,,,,,,,,,895.5448459953216,895.5448459953216,,,,,,,,27.998581273281104,40.49168945779206,29.925655314384038,529.2726055075985,769.3420996980494,566.7582386419778,529.2726055075985,,,,,,,
1,,249,,,,,,,,,,160.47787931585202,160.47787931585202,,,,,,,,7.485879553268637,27.512119054149935,12.66798639547154,123.98119610011454,440.19390486639895,203.84097336378179,123.98119610011454,,,,,,,
1,,259,,,,,,,,,,2191.1626494245415,2191.1626494245415,,,,,,,,36.7107158810951,88.5657692203863,46.80985632774941,623.1177956993888,1328.486538305795,770.5496731661676,623.1177956993888,,,,,,,
1,,269,,,,,,,,,,194.3538133284,194.3538133284,,,,,,,,10.07280369564196,26.42192599378768,13.941083649716761,191.52223674544402,554.8604458695409,280.33611650385313,191.52223674544402,,,,,,,
1,,279,,,,,,,,,,246.72382723112787,246.72382723112787,,,,,,,,13.971852409342342,24.12695794712539,15.707444961900324,282.2337541448669,506.6661168896335,320.0135344406442,282.2337541448669,,,,,,,
1,,289,,,,,,,,,,428.5532834364829,428.5532834364829,,,,,,,,17.458866911106487,38.37024734678141,20.701528528987488,283.95530057235266,575.5537102017206,335.0305829934298,283.95530057235266,,,,,,,
1,,299,,,,,,,,,,236.48558671026504,236.48558671026504,,,,,,,,11.910354793707858,31.281475961421734,15.37808787561916,205.85729815650265,469.2221394213266,248.4339274032087,205.85729815650265,,,,,,,
1,,309,,,,,,,,,,351.2699092357431,351.2699092357431,,,,,,,,15.845951145522871,29.210654018369496,18.742195955536882,291.5362501940748,496.58111831228234,343.40526584472065,291.5362501940748,,,,,,,
1,,319,,,,,,,,,,120.70989899357266,120.70989899357266,,,,,,,,9.844294541063766,16.07184080334457,10.986805677428388,201.99260176540193,347.47142764442833,230.05425478327746,201.99260176540193,,,,,,,
1,,319,,,,,,,,,,,,,,,,,,,,,,,,,,12.578582279582461,37.17015463410678,15.398523816643399,219.8362504804363,645.8552947213775,264.7502068995713,219.8362504804363
1,,319,,,,,,,,1354.7083305048257,1354.7083305048257,,,23.641999431614217,398.6237019659725,36.80636263616422,403.34521898217497,5580.731827523616,584.4867509614112,403.34521898217497,,,,,,,,,,,,,,
,0.005,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,329,,,,,,,,,,365.92497996897475,365.92497996897475,,,,,,,,15.763834076661363,29.17015630799665,19.12916568930738,326.7220463517242,695.1708724889068,412.31994012052206,326.7220463517242,,,,,,,
2,,339,,,,,,,,,,417.77841576178054,417.77841576178054,,,,,,,,14.939551154411504,39.065281078055534,20.439628562226382,280.7896439575703,781.3056215611105,403.9545454870799,280.7896439575703,,,,,,,
2,,349,,,,,,,,,,233.15102221534715,233.15102221534715,,,,,,,,13.386775595834774,26.786092141747417,15.269283618275848,230.7085836542472,455.3635664097055,261.76046909346945,230.7085836542472,,,,,,,
2,,359,,,,,,,,,,351.553683998987,351.553683998987,,,,,,,,13.9853111272756,34.20832926589571,18.749764905165797,213.7216695015326,444.7082804566435,274.14881673287795,213.7216695015326,,,,,,,
2,,369,,,,,,,,,,271.67859831355696,271.67859831355696,,,,,,,,13.137660443636367,24.517770197186337,16.48267570249312,177.1908603397489,318.73101256342306,219.46289646545142,177.1908603397489,,,,,,,
2,,379,,,,,,,,,,118.89618286271869,118.89618286271869,,,,,,,,10.129239312742744,15.140595540295067,10.903952625663718,191.70144962734702,287.6713152656066,207.04996613742304,191.70144962734702,,,,,,,
2,,389,,,,,,,,,,309.4328389697797,309.4328389697797,,,,,,,,15.934707600838498,25.69020246069954,17.590703197137394,308.0639183285264,488.113846753291,344.04011369147287,308.0639183285264,,,,,,,
2,,399,,,,,,,,,,118.39880116907273,118.39880116907273,,,,,,,,8.961851795172844,16.9740590126367,10.881121319472214,171.04899018630059,356.45523926537135,212.8360329213008,171.04899018630059,,,,,,,
2,,409,,,,,,,,,,158.26789902704053,158.26789902704053,,,,,,,,9.659009941719773,24.285964495842336,12.580457027749052,174.53836504334285,437.1473609251625,225.9093528200404,174.53836504334285,,,,,,,
